#Position (bp)	insert size
2.367566039E9	231.57977948824632
2.375315846E9	231.7005926834253
2.383065653E9	233.69801239581108
2.39081546E9	232.6770134228188
2.3975662905E9	233.67971428571428
2.401441194E9	226.55494125777471
2.406315074E9	228.57556067910292
2.414064881E9	232.6177439275422
2.421814688E9	233.79355509355509
2.429564495E9	233.29421005385996
2.437314302E9	221.95912845343207
2.445064109E9	249.53472367049008
2.452813916E9	227.55201307991007
2.460563723E9	232.7874416631311
2.46831353E9	232.31574556830031
2.476063337E9	234.69913330581923
2.483813144E9	226.55956603379929
2.489234305E9	228.9226037929267
2.4931092085E9	225.34857723577235
2.499312758E9	222.1353769992384
2.507062565E9	234.06925498426023
2.514812372E9	211.97752286467215
2.522562179E9	230.11287988422575
2.530311986E9	233.69126796824716
2.538061793E9	230.70300601202405
2.5458116E9	231.11411911703456
2.553561407E9	233.81573498964804
2.561311214E9	233.32814830598764
2.569061021E9	221.02722034571826
2.573486964E9	231.29548762736536
2.5773618675E9	236.55055762081784
2.584560635E9	228.67394468704512
2.592310442E9	232.68046842325387
2.600060249E9	233.56243528680886
2.607810056E9	230.71109236609027
2.615559863E9	235.51347881899872
2.62330967E9	233.41142263759087
2.631059477E9	162.92990082869176
2.638809284E9	237.1014677728143
2.646559091E9	237.3842896464112
2.6524226415E9	225.21570182394925
2.656297545E9	228.6275832981864
2.662058705E9	227.42728365384616
2.669808512E9	227.95044861337684
2.677558319E9	234.62201257861636
2.685308126E9	231.6818950930626
2.693057933E9	225.1639170896785
2.70080774E9	229.2845247766044
2.708557547E9	230.30819942315617
2.7127306775E9	235.46560846560845
2.716605581E9	232.93640841916704
2.724057161E9	225.77618751296413
2.731806968E9	231.5379454926625
2.739556775E9	228.4092287694974
2.747306582E9	225.39719101123595
2.755056389E9	229.05364593681702
2.762806196E9	229.09834760103524
2.770556003E9	229.20941076727428
2.775951989E9	223.14909478168263
2.7798268925E9	0.0
2.786055617E9	227.49922928709057
2.793805424E9	227.23871811641595
2.801555231E9	236.0128290201283
2.809305038E9	218.35929270127914
2.817054845E9	231.0515574650913
2.8225564015E9	228.8011988011988
2.826431305E9	0.0
2.832554459E9	244.0858244937319
2.840304266E9	234.99176433322774
2.848054073E9	227.0937764606266
2.85580388E9	228.4994923857868
2.863553687E9	229.3549825513765
2.8712150565E9	229.78910849453322
2.87508996E9	208.86363636363637
2.879053301E9	236.79190497140343
2.886803108E9	237.07130942452042
2.894552915E9	234.83685737976782
2.902302722E9	236.3968082812163
2.910052529E9	238.11342540185646
2.917802336E9	232.30275229357798
2.925552143E9	229.9979802513465
2.93330195E9	236.25953936060503
2.941051757E9	234.82343784745385
2.948801564E9	238.34815473543796
2.956551371E9	221.53725570032574
2.964301178E9	176.1524380096522
2.972050985E9	239.6980713810685
2.979800792E9	220.5140090646889
2.987550599E9	236.3054818744474
2.995300406E9	234.37519658503706
3.003050213E9	237.09104606112786
3.01080002E9	233.8235294117647
3.018549827E9	239.05240373661425
3.026299634E9	231.66711349419126
3.0306084775E9	184.94
3.034483381E9	28.725103734439834
3.041799248E9	115.74318055297829
3.049549055E9	42.278481012658226
3.057298862E9	110.62962962962963
3.065048669E9	0.0
3.072798476E9	0.0
3.080548283E9	0.0
3.0863465095E9	228.07806691449815
3.088278117E9	224.97837603126356
3.088373929E9	252.7
3.0884774725E9	282.125
3.0885573295E9	236.45454545454547
3.0886546005E9	256.848087431694
3.0887081185E9	252.73333333333332
3.0887493115E9	243.37878787878788
3.088858438E9	233.75324675324674
3.088966832E9	225.26388888888889
3.089008063E9	286.15384615384613
3.089109657E9	233.0
3.089267292E9	261.2142857142857
3.08942189E9	239.62809917355372
3.089604443E9	230.5299539170507
3.089755642E9	264.77272727272725
3.0898220175E9	248.91666666666666
3.0898610755E9	229.27272727272728
3.089968525E9	241.1145038167939
3.0900764725E9	233.4
3.0901461555E9	257.14285714285717
3.090297168E9	244.62032085561498
3.090503609E9	182.70874183006535
3.0907062205E9	245.3798449612403
3.09089898E9	246.07096774193548
3.091013772E9	219.73584905660377
3.091052607E9	224.85416666666666
3.0911587895E9	250.78125
3.091267064E9	201.8
3.0915130575E9	246.2058823529412
3.0919550875E9	242.64406779661016
3.092891467E9	247.95670103092783
3.093702736E9	249.21646341463415
3.093935951E9	130.57138263665595
3.094132646E9	146.70526315789473
3.0942642985E9	216.1
3.094360447E9	244.76612903225808
3.0944711045E9	232.37410586552218
3.0946435155E9	262.0
3.094747446E9	170.23076923076923
3.0948598115E9	152.55778894472363
3.0950026905E9	177.43478260869566
3.095104297E9	261.76666666666665
3.095190977E9	218.6153846153846
3.0952465895E9	0.0
