Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
1-Swift2S-100ng-1_S5_L005_R1_001	0.2659062112211925	0.0017462934519727252	0.0	0.00088207460662017	0.0007338717880989673	0.0	0.0007267294835919214	0.0	1.0713456760568865e-05	0.0033411700483960767	3.2140370281706595e-06	5.7138436056367285e-05	0.0009574259191695042	0.003018694999902954	0.0023705308658885376	0.0012013356180851221	0.0	0.003747210059621637	0.00013856070743669066	0.004562861234326279	0.0007977954134370281	0.0002581943079297097	0.0003981834762678095	5.321016857749203e-05	0.0001114199503099162	0.0035018718998046103	0.008458631227694472	3.356883118311578e-05	9.463553471835831e-05	4.713920974650301e-05	0.00412575219849507	8.070804092961878e-05	0.003968264384114707	1.6427300366205592e-05	0.0003506871512959542	0.0003514013817466588	9.677822607047209e-05	0.00010177783922540422
1-Swift2S-100ng-1_S5_L005_R2_001	0.28384946571901853	0.02257503897064536	0.0	0.0006999458416904992	0.03479909313445444	0.00042853827042275457	0.0	0.0	0.0	0.00016391588843670365	0.00013034705725358786	0.0005081749656763165	3.571152253522955e-07	0.00016534434933811282	0.0001442745510423274	0.0	1.0713456760568866e-06	0.00022855374422546914	0.00021426913521137728	0.000337116772732567	0.0004710349822396777	9.213572814089224e-05	0.00034890157516919275	7.356573642257287e-05	0.00010106360877469963	0.0002592656536057665	0.0002721218017184492	0.0003738996409438534	0.0004838911303523604	1.821287649296707e-05	0.0012781153915358656	8.78503454366647e-05	0.0009592114952962658	0.00045103652961994917	0.0007806538826201179	0.0005706701301129682	0.0054738621741999855	0.0008561837527821285
1-Swift2S-100ng-1_S5_L006_R1_001	0.1839868592333083	0.0	0.0	0.06856717934774027	0.0	0.0	0.0	0.0	0.0	0.00041940573354867306	0.001729252982338121	0.001636955430520074	0.002080408035806782	0.002839299017421835	3.677756854052445e-05	0.002601659343775369	1.4145218669432481e-06	0.002163157565022962	6.365348401244617e-05	0.0010513433776055691	0.0014498849136168294	0.00047386482542598814	0.0004526469974218394	1.4852479602904104e-05	0.0009219146267802619	0.0025726616455030325	0.00035681314093643433	0.0001962649090383757	2.8290437338864963e-06	8.840761668395301e-06	0.0004056141453459764	0.00035716677140317014	0.000276539024987405	5.269093954363599e-05	3.3948524806637954e-05	2.6522285005185902e-05	0.0004003096883449392	0.00018742414736998037
1-Swift2S-100ng-1_S5_L006_R2_001	0.24132450310985284	0.005562607241754324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006839213226670605	0.0003472651183345674	0.00025213852278263397	0.0001499393178959843	1.7681523336790602e-06	0.0008777108184382855	2.3339610804563593e-05	0.0017154613941354243	7.426239801452053e-05	0.0001715107763668688	0.0001732789287005479	0.0008434086631649118	0.00011599079308934636	0.00027229545938657526	2.616865453845009e-05	1.7681523336790603e-05	6.75434191465401e-05	0.00012553881569121327	4.3850177875240696e-05	0.00020121573557267705	1.7681523336790603e-05	0.00010467461815380036	0.0001446348608949471	0.00021465369330863788	1.8742414736998038e-05	0.00012978238129204302	0.00015382925303007825	7.072609334716241e-07	0.0
1-Swift2S-100ng-1_S5_L007_R1_001	0.27287033031315866	0.0	0.02147583093315228	0.04575893659429425	0.0	0.0	0.0019252956946749207	0.0	0.0	4.625012003967687e-05	0.0	4.3381895541092255e-05	0.0008081222524762144	3.5494278169984574e-05	0.001353801963331937	0.00200094511582509	0.00012727746212469216	0.002747042013519412	0.0017944329519269976	0.0023849286705731046	0.0032446789640238425	0.001955053523847736	0.004773084093707117	0.0026323130335760276	0.0020328541133718438	0.001706235048595521	0.0029435153916724578	0.0005091098484987686	0.0012684722844990446	0.0017883379748675056	0.005119422201911209	0.0016703822423632133	0.0014100908691166598	0.001288549855989137	0.0017091032730941055	0.0001416185846176152	0.0012039372332808909	1.0755841869692295e-05
1-Swift2S-100ng-1_S5_L007_R2_001	0.30993854667674153	1.7926403116153824e-05	0.0035135750107661494	0.0	5.3779209348461475e-06	0.0	0.0	0.0	0.0	0.000988103339762399	0.0001495062019887229	0.0005022978153146302	0.002170887417366228	0.00016743260510487673	0.00016241321223235363	0.0004090805191106302	0.00020687069196041513	6.740327571673839e-05	0.002526188727128397	0.0034243015232477032	1.111436993201537e-05	0.0004460089095299072	0.0004492356620908148	0.00029471006722956887	4.840128841361532e-05	5.3779209348461475e-06	0.00117704762860666	5.234509709916916e-05	2.0794627614738437e-05	3.5494278169984574e-05	0.0020916527155928283	5.664743384704608e-05	0.0015972425176493058	0.0012684722844990446	0.0018675726766409055	0.002702943061853674	0.0003646230393825688	0.004411687806885456
1-Swift2S-100ng-1_S5_L008_R1_001	0.8000446290039712	0.003143340904708226	0.0	0.05884913492415349	0.0	0.0	0.00017165001527416932	0.0	0.0	0.00022099939466549298	0.0010027221725599392	0.0006501244328509163	0.0009844843584370588	0.001569524827163186	0.0008682629939285065	0.0019925705939743154	0.0019614590287058723	0.0006261649515522303	0.0007802923611004947	0.0026555687779707946	0.0003944374309321016	0.00036153784467121914	0.0032795881043320976	0.0006708654763632118	0.0007903052786581546	0.004541930924994218	0.0007388102740759038	0.0002993147141343328	0.0007284397523197561	0.0008839975786619719	0.004314494654755943	0.000517453275211923	0.003767002626871041	0.001206914169896503	0.001328141993183885	0.0007026922500286307	0.004518329047894019	6.347474523159387e-05
1-Swift2S-100ng-1_S5_L008_R2_001	0.3461447719473095	0.003817424818857828	1.430416793951411e-05	0.0	0.003073608086003094	0.0010531443645467264	6.258073473537423e-05	0.0	0.0	0.002117732063445064	0.0008307145530872819	0.000398371077115468	0.001371769705399403	0.001377133768376721	0.0017340227584675982	0.0011450486435581044	0.0007566904840002965	0.0025010837642240424	0.0002896594007751607	0.0019078183989326943	0.0009608824813368605	0.0019857761142030466	0.0016285295199136814	0.0008385818454540148	0.0007531144420154179	0.0009726834198869595	0.0007438167328547337	0.0006440451614766229	0.0003604650320757556	3.5760419848785276e-07	0.00010620844695089227	0.0007405982950683431	0.0009165395607243666	9.226188320986602e-05	3.611802404727313e-05	4.183969122307877e-05	0.0003611802404727313	8.224896565220614e-05
10-Kapa-100ng-2_S10_L005_R1_001	0.7576540648595783	0.0004650871300042939	0.00841420132699435	0.0021471522501864903	0.0	0.0	0.0	0.000903044177425004	0.0	8.139024775075144e-05	5.65856008171891e-05	0.0	0.000723210487156677	0.0030370189589280392	0.006295729449824792	0.004398173959407273	0.0034912540558988997	0.008032054735174156	0.0069437508509641085	0.0033121955108472464	0.008704105638030361	0.0052151770177814825	0.003695117247884115	0.008638993439829759	0.010141224869743629	0.008518070786028642	0.0029346997903270944	0.003609851274049995	0.0034253667124816245	0.007255359228066986	0.005375632077632963	0.0042268668665223575	0.0024649617890227576	0.004065636661454203	0.008538224561662162	0.005623678546968587	0.00580273709202024	0.00015890476941813377
