Sample	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_duplicates
38-NEB-10ng-2_S6_L001_R2_001	43.0	16.666666666666664	48592672.0	151.0	5.609955454529953
38-NEB-10ng-2_S6_L002_R1_001	42.0	16.666666666666664	48051559.0	151.0	7.171949670150497
38-NEB-10ng-2_S6_L002_R2_001	43.0	16.666666666666664	48051559.0	151.0	5.629413758340746
38-NEB-10ng-2_S6_L003_R1_001	42.0	16.666666666666664	49761450.0	151.0	7.030081010901995
38-NEB-10ng-2_S6_L003_R2_001	43.0	16.666666666666664	49761450.0	151.0	6.048585867942506
38-NEB-10ng-2_S6_L004_R1_001	42.0	16.666666666666664	49103170.0	151.0	7.688655404358897
38-NEB-10ng-2_S6_L004_R2_001	43.0	16.666666666666664	49103170.0	151.0	7.034877478837458
39-NEB-10ng-3_S7_L001_R1_001	42.0	25.0	57119502.0	151.0	7.574519215630289
39-NEB-10ng-3_S7_L001_R2_001	42.0	16.666666666666664	57119502.0	151.0	6.109049053182503
39-NEB-10ng-3_S7_L002_R1_001	42.0	16.666666666666664	56618325.0	151.0	7.544692159994796
39-NEB-10ng-3_S7_L002_R2_001	42.0	16.666666666666664	56618325.0	151.0	6.083993452448382
39-NEB-10ng-3_S7_L003_R1_001	42.0	16.666666666666664	58371756.0	151.0	7.4070982846409805
39-NEB-10ng-3_S7_L003_R2_001	42.0	16.666666666666664	58371756.0	151.0	6.455345666456125
39-NEB-10ng-3_S7_L004_R1_001	42.0	16.666666666666664	57623638.0	151.0	7.793942774517177
39-NEB-10ng-3_S7_L004_R2_001	42.0	16.666666666666664	57623638.0	151.0	7.194260690005407
4-Swift2S-100ng-4_S8_L005_R1_001	41.0	16.666666666666664	52765214.0	151.0	8.822955186181048
4-Swift2S-100ng-4_S8_L005_R2_001	41.0	16.666666666666664	52765214.0	151.0	8.14962787886222
4-Swift2S-100ng-4_S8_L006_R1_001	41.0	8.333333333333332	53640073.0	151.0	8.497788787348853
4-Swift2S-100ng-4_S8_L006_R2_001	41.0	16.666666666666664	53640073.0	151.0	7.7424977896547915
4-Swift2S-100ng-4_S8_L007_R1_001	41.0	16.666666666666664	52569441.0	151.0	7.681347148253707
4-Swift2S-100ng-4_S8_L007_R2_001	41.0	16.666666666666664	52569441.0	151.0	6.4672142863512505
4-Swift2S-100ng-4_S8_L008_R1_001	41.0	16.666666666666664	53138532.0	151.0	7.343544169954612
4-Swift2S-100ng-4_S8_L008_R2_001	41.0	16.666666666666664	53138532.0	151.0	7.156573502295487
40-NEB-10ng-4_S8_L001_R1_001	42.0	25.0	51032293.0	151.0	7.79602277150444
40-NEB-10ng-4_S8_L001_R2_001	42.0	16.666666666666664	51032293.0	151.0	6.160517506696365
40-NEB-10ng-4_S8_L002_R1_001	42.0	16.666666666666664	50523278.0	151.0	7.53703818323622
40-NEB-10ng-4_S8_L002_R2_001	42.0	16.666666666666664	50523278.0	151.0	6.099750968853741
40-NEB-10ng-4_S8_L003_R1_001	42.0	16.666666666666664	52079851.0	151.0	7.512576713115166
40-NEB-10ng-4_S8_L003_R2_001	42.0	16.666666666666664	52079851.0	151.0	6.578499045231084
40-NEB-10ng-4_S8_L004_R1_001	42.0	16.666666666666664	51612451.0	151.0	8.127253093928175
40-NEB-10ng-4_S8_L004_R2_001	42.0	16.666666666666664	51612451.0	151.0	7.511675308319823
5-Swift2S-10ng-1_S12_L005_R1_001	40.0	16.666666666666664	48679800.0	151.0	11.570625953930474
5-Swift2S-10ng-1_S12_L005_R2_001	40.0	16.666666666666664	48679800.0	151.0	9.951484921659699
5-Swift2S-10ng-1_S12_L006_R1_001	40.0	16.666666666666664	46534099.0	151.0	10.846894459862511
5-Swift2S-10ng-1_S12_L006_R2_001	40.0	16.666666666666664	46534099.0	151.0	9.4980418493667
5-Swift2S-10ng-1_S12_L007_R1_001	40.0	16.666666666666664	48519039.0	151.0	10.245647386971186
5-Swift2S-10ng-1_S12_L007_R2_001	40.0	16.666666666666664	48519039.0	151.0	7.918130029890364
5-Swift2S-10ng-1_S12_L008_R1_001	40.0	16.666666666666664	43291938.0	151.0	9.664224762138758
5-Swift2S-10ng-1_S12_L008_R2_001	40.0	16.666666666666664	43291938.0	151.0	8.757356409260211
6-Swift2S-10ng-2_S9_L005_R1_001	40.0	16.666666666666664	51184984.0	151.0	10.47751266422324
6-Swift2S-10ng-2_S9_L005_R2_001	40.0	16.666666666666664	51184984.0	151.0	8.99075120992336
6-Swift2S-10ng-2_S9_L006_R1_001	40.0	16.666666666666664	48962227.0	151.0	9.75491405622158
6-Swift2S-10ng-2_S9_L006_R2_001	40.0	16.666666666666664	48962227.0	151.0	8.344335002302785
6-Swift2S-10ng-2_S9_L007_R1_001	40.0	16.666666666666664	51021990.0	151.0	9.29712233325533
6-Swift2S-10ng-2_S9_L007_R2_001	40.0	16.666666666666664	51021990.0	151.0	7.005936272682078
6-Swift2S-10ng-2_S9_L008_R1_001	40.0	16.666666666666664	45460114.0	151.0	8.596990931107669
6-Swift2S-10ng-2_S9_L008_R2_001	40.0	16.666666666666664	45460114.0	151.0	7.729229611296233
7-Swift2S-10ng-3_S10_L005_R1_001	40.0	8.333333333333332	59482133.0	151.0	11.068226825799798
7-Swift2S-10ng-3_S10_L005_R2_001	40.0	8.333333333333332	59482133.0	151.0	9.286059197717094
7-Swift2S-10ng-3_S10_L006_R1_001	40.0	16.666666666666664	56693629.0	151.0	10.468451745710638
7-Swift2S-10ng-3_S10_L006_R2_001	40.0	16.666666666666664	56693629.0	151.0	8.520715754444424
7-Swift2S-10ng-3_S10_L007_R1_001	40.0	8.333333333333332	59123889.0	151.0	9.965072731798315
7-Swift2S-10ng-3_S10_L007_R2_001	40.0	16.666666666666664	59123889.0	151.0	7.521753207837946
7-Swift2S-10ng-3_S10_L008_R1_001	40.0	25.0	52352349.0	151.0	9.056264229571354
7-Swift2S-10ng-3_S10_L008_R2_001	40.0	16.666666666666664	52352349.0	151.0	8.104455764632917
8-Swift2S-10ng-4_S11_L005_R1_001	40.0	16.666666666666664	57683918.0	151.0	10.581561367476695
8-Swift2S-10ng-4_S11_L005_R2_001	40.0	16.666666666666664	57683918.0	151.0	8.84353911240028
8-Swift2S-10ng-4_S11_L006_R1_001	40.0	25.0	54975138.0	151.0	9.943411098666928
8-Swift2S-10ng-4_S11_L006_R2_001	40.0	16.666666666666664	54975138.0	151.0	8.360550207440795
8-Swift2S-10ng-4_S11_L007_R1_001	40.0	16.666666666666664	57372412.0	151.0	9.555393700083044
8-Swift2S-10ng-4_S11_L007_R2_001	40.0	16.666666666666664	57372412.0	151.0	7.234478550842383
8-Swift2S-10ng-4_S11_L008_R1_001	40.0	25.0	50957398.0	151.0	8.690108722643998
8-Swift2S-10ng-4_S11_L008_R2_001	40.0	16.666666666666664	50957398.0	151.0	7.779419198728206
9-Kapa-100ng-1_S9_L005_R1_001	41.0	16.666666666666664	31110217.0	151.0	6.403290093830719
9-Kapa-100ng-1_S9_L005_R2_001	41.0	16.666666666666664	31110217.0	151.0	5.385706025313382
9-Kapa-100ng-1_S9_L006_R1_001	41.0	16.666666666666664	30584790.0	151.0	6.651391472468077
9-Kapa-100ng-1_S9_L006_R2_001	42.0	16.666666666666664	30584790.0	151.0	5.0145806633457966
9-Kapa-100ng-1_S9_L007_R1_001	41.0	8.333333333333332	29716178.0	151.0	6.193132955260367
9-Kapa-100ng-1_S9_L007_R2_001	42.0	16.666666666666664	29716178.0	151.0	4.932901075883663
9-Kapa-100ng-1_S9_L008_R1_001	41.0	16.666666666666664	29502068.0	151.0	5.571823227761897
9-Kapa-100ng-1_S9_L008_R2_001	42.0	16.666666666666664	29502068.0	151.0	5.462133700770522
