#Position (bp)	mapping quality
3874904.0	53.299654867506845
1.1624711E7	58.06496309287253
1.9374518E7	57.693601834639345
2.7124325E7	59.28853798768462
3.4874132E7	59.302909027219066
4.2623939E7	59.148859174710964
5.0373746E7	58.90791327630433
5.8123553E7	59.24655757288276
6.587336E7	59.09158025250278
7.3623167E7	59.12143976336492
8.1372974E7	58.204806761357204
8.9122781E7	58.793319884882116
9.6872588E7	59.1063903498456
1.04622395E8	57.7250228278163
1.12372202E8	59.281925576089506
1.20122009E8	18.409156925435457
1.27871816E8	15.328044865217318
1.35621623E8	0.0
1.4337143E8	9.62474299312373
1.51121237E8	53.312521687013025
1.58871044E8	58.20446069977108
1.66620851E8	59.01232498460652
1.74370658E8	58.99536021011226
1.82120465E8	59.134670866668614
1.89870272E8	59.207502914436105
1.97620079E8	58.84398185390542
2.05369886E8	58.491690925168704
2.13119693E8	59.11125491499164
2.208695E8	58.56856858620466
2.28619307E8	58.74208780357642
2.36369114E8	59.02817310473423
2.44118921E8	58.70644823775062
2.484751235E8	53.670478193011355
2.52350027E8	58.27061300674319
2.59618535E8	59.34764987507846
2.67368342E8	59.29708014339902
2.75118149E8	59.44295387477369
2.82867956E8	37.481049702350894
2.90617763E8	59.3143032063954
2.9836757E8	59.347247887492706
3.06117377E8	59.20455044404298
3.13867184E8	59.24421122511191
3.21616991E8	59.20791225490736
3.29366798E8	59.028174875449245
3.37116605E8	42.668880683326556
3.44866412E8	45.36558836575922
3.52616219E8	58.91611491126669
3.60366026E8	53.08158551974453
3.68115833E8	59.1158841435176
3.7586564E8	57.38394996119361
3.83615447E8	57.11400319971738
3.91365254E8	59.18162978271001
3.99115061E8	58.8364607680294
4.06864868E8	58.98593708917548
4.14614675E8	57.88684997656689
4.22364482E8	59.27798233490921
4.30114289E8	59.07183792962503
4.37864096E8	59.08035926125445
4.45613903E8	58.83691414291644
4.5336371E8	59.2414439388746
4.61113517E8	59.12161143573049
4.68863324E8	59.414292668950566
4.76613131E8	59.28435560544174
4.84362938E8	58.53697579098107
4.896938965E8	58.40716081721992
4.935688E8	58.970783384038015
4.99862552E8	59.28653672963935
5.07612359E8	59.203384628334916
5.15362166E8	59.00319099687192
5.23111973E8	58.71514527481498
5.3086178E8	58.81316983765025
5.38611587E8	59.17628193229055
5.46361394E8	59.024227838679145
5.54111201E8	59.22612374979428
5.61861008E8	59.25626047255858
5.69610815E8	57.668149746643316
5.77360622E8	59.19187075046507
5.85110429E8	56.633878622921664
5.92860236E8	59.25796811915045
6.00610043E8	59.08654362898591
6.0835985E8	59.07698105888087
6.16109657E8	59.19648941545775
6.23859464E8	58.758361422565805
6.31609271E8	58.895375851993755
6.39359078E8	59.2732853399273
6.47108885E8	58.816617048622945
6.54858692E8	59.20263014772574
6.62608499E8	59.304452176093925
6.70358306E8	59.2091025692106
6.78108113E8	59.30755525895367
6.857142635E8	57.337733794307745
6.89589167E8	45.65257286635523
6.93607727E8	58.96618568372173
7.01357534E8	58.21042820020337
7.09107341E8	59.159614172437685
7.16857148E8	59.396717867037914
7.24606955E8	59.288960890272946
7.32356762E8	59.049830772557584
7.40106569E8	25.279957335463045
7.47856376E8	58.34351426895338
7.55606183E8	58.70992993051687
7.6335599E8	58.81958104869107
7.71105797E8	54.65511529100961
7.78855604E8	59.13344655647004
7.86605411E8	59.06792538969599
7.94355218E8	58.806519560449686
8.02105025E8	59.140920376546205
8.09854832E8	58.53544561995385
8.17604639E8	58.73895872997916
8.25354446E8	59.14638348507517
8.33104253E8	53.39519317712146
8.4085406E8	59.03350017065197
8.48603867E8	59.004833309193764
8.56353674E8	58.68314504029665
8.64103481E8	59.212946175901024
8.71853288E8	58.27344844528382
8.776941285E8	39.821382421040084
8.81569032E8	50.87654866594879
8.87352902E8	59.18962238015136
8.95102709E8	57.507906810168635
9.02852516E8	58.03362697597446
9.10602323E8	58.12330266985804
9.1835213E8	59.22376335331091
9.26101937E8	35.86279830814028
9.33851744E8	59.18024240738908
9.41601551E8	58.852584178663264
9.49351358E8	53.053954185825326
9.57101165E8	59.10434041742944
9.64850972E8	59.00575840831108
9.72600779E8	59.22394248764311
9.80350586E8	58.398136895661715
9.88100393E8	54.55701238525383
9.958502E8	59.271079930721925
1.003600007E9	59.07720910960439
1.011349814E9	59.26468725416218
1.019099621E9	59.32742351770933
1.026849428E9	59.058909017560275
1.034599235E9	59.105899666010444
1.042349042E9	59.28918084631443
1.050098849E9	59.34372267666563
1.0575860385E9	56.54115871213991
1.061460942E9	56.039768561738846
1.065598463E9	59.34689390246344
1.07334827E9	59.415301947130935
1.081098077E9	59.256828961248914
1.088847884E9	58.460922738019505
1.096597691E9	59.041340703240145
1.104347498E9	59.181449479879696
1.112097305E9	58.96328214648219
1.119847112E9	50.13241575653742
1.127596919E9	58.126980467758955
1.135346726E9	58.903164375267075
1.143096533E9	58.855353128981
1.15084634E9	58.97477981536079
1.158596147E9	58.84485100184594
1.166345954E9	59.20556189732779
1.174095761E9	58.44085556949683
1.181845568E9	59.19005190553889
1.189595375E9	59.10743964655212
1.197345182E9	59.31940761356368
1.205094989E9	59.280332386803224
1.212844796E9	59.31626680455446
1.220594603E9	58.62968849606844
1.228236905E9	58.58326464040055
1.2321118085E9	55.62858354381372
1.236094217E9	58.514576274484135
1.243844024E9	59.22130740890121
1.251593831E9	58.77165847564997
1.259343638E9	59.24920807936285
1.267093445E9	58.751331773384855
1.274843252E9	59.08948248978429
1.282593059E9	59.10756555221979
1.290342866E9	27.42070720454869
1.298092673E9	55.43334637827021
1.30584248E9	54.27651664500134
1.313592287E9	59.239780896924366
1.321342094E9	54.30520489705302
1.329091901E9	58.776377474316185
1.336841708E9	57.53928911584748
1.344591515E9	58.93892248481334
1.352341322E9	59.1699924390423
1.360091129E9	59.24895365835156
1.367840936E9	59.237763841741945
1.375590743E9	56.89633205801121
1.38334055E9	57.964759847743125
1.389282865E9	58.87324796577254
1.3931577685E9	56.56272907104842
1.398840164E9	55.96649387891111
1.406589971E9	57.677377288860036
1.414339778E9	59.39668292617881
1.422089585E9	59.31048610568603
1.429839392E9	59.28997724899615
1.437589199E9	51.802200449106714
1.445339006E9	59.09538691016237
1.453088813E9	59.045820528842576
1.46083862E9	57.20537200613712
1.468588427E9	59.07632932534506
1.476338234E9	55.743448207209006
1.484088041E9	58.93675505920168
1.491837848E9	59.11946889081554
1.499587655E9	59.13948303036671
1.507337462E9	58.96691375006261
1.515087269E9	59.235459259188524
1.522837076E9	59.07451026617051
1.530586883E9	58.749514052432126
1.5354753495E9	58.76240361434697
1.539350253E9	55.30027423109703
1.546086497E9	59.0731895598152
1.553836304E9	59.00739216630239
1.561586111E9	59.0846491737901
1.569335918E9	58.96257146499484
1.577085725E9	37.451678995837554
1.584835532E9	5.328403845744794
1.592585339E9	0.0
1.600335146E9	25.46894430434918
1.608084953E9	57.022439409119904
1.61583476E9	43.0419367673931
1.623584567E9	58.98929820495364
1.631334374E9	58.58380524035023
1.639084181E9	59.11731650154469
1.646833988E9	58.964325091742694
1.654583795E9	59.346432780934215
1.662333602E9	59.480130739854744
1.670083409E9	59.30501504162683
1.674420971E9	56.21233986710271
1.6782958745E9	58.7808881348441
1.685583023E9	59.185790743426686
1.69333283E9	59.09097250313331
1.701082637E9	59.192313787274216
1.708832444E9	58.70562801936346
1.716582251E9	28.42762999260025
1.724332058E9	54.4234150961621
1.732081865E9	59.114758023052
1.739831672E9	59.188208753793674
1.747581479E9	59.32348797790899
1.755331286E9	58.658043980465386
1.763081093E9	58.36347162215895
1.7708309E9	59.096918768411804
1.778580707E9	59.35058975015063
1.786330514E9	59.07396956204223
1.794080321E9	57.494627199157705
1.801830128E9	59.20579015343117
1.8071930415E9	37.098162615601645
1.811067945E9	56.6549049513346
1.817329742E9	59.01113635893495
1.825079549E9	59.16332093590278
1.832829356E9	58.990425670817736
1.840579163E9	59.22606160312629
1.84832897E9	58.66732075655511
1.856078777E9	57.40000458264417
1.863828584E9	39.053269823819996
1.871578391E9	59.039128813806734
1.879328198E9	58.94944507638323
1.887078005E9	59.352299621018716
1.894827812E9	57.635856064796705
1.902577619E9	58.89086985689933
1.910327426E9	58.836372802855365
1.918077233E9	59.229344532437274
1.92582704E9	59.41288199330429
1.933576847E9	59.208219135161166
1.940609712E9	59.214251487522674
1.9444846155E9	57.46962606892097
1.949076461E9	58.80799985618824
1.956826268E9	58.927721243827406
1.964576075E9	59.02647460398307
1.972325882E9	58.945563210838074
1.980075689E9	43.34375522228635
1.987825496E9	59.14811776827084
1.995575303E9	59.01699297713032
2.00332511E9	59.01136706605482
2.011074917E9	58.712081504730186
2.018824724E9	59.21941581696169
2.026574531E9	59.1141122755259
2.034324338E9	59.20358334383115
2.042074145E9	59.1556879580956
2.049823952E9	59.174914385498866
2.057573759E9	59.487695709300176
2.065323566E9	59.34735583717425
2.073073373E9	59.011474908329674
2.0769956295E9	32.2354890970373
2.080870533E9	0.0
2.088572987E9	0.0
2.096322794E9	23.275684728849985
2.104072601E9	59.24436475802408
2.111822408E9	59.16620666175122
2.119572215E9	59.27107029724426
2.127322022E9	58.628026166641405
2.135071829E9	59.1277123413052
2.142821636E9	58.93248911819056
2.150571443E9	59.277990461502924
2.15832125E9	59.22211789945182
2.166071057E9	59.015464817254774
2.173820864E9	59.087393103515645
2.181570671E9	59.121766458494584
2.1884264425E9	55.810035518264066
2.192301346E9	0.0
2.197070285E9	0.0
2.204820092E9	34.408630566452736
2.212569899E9	52.729956183261166
2.220319706E9	58.245014673697796
2.228069513E9	58.95827493186381
2.23581932E9	58.64862485861095
2.243569127E9	59.262365836131785
2.251318934E9	59.15158659941631
2.259068741E9	59.17770263760943
2.266818548E9	59.12982073705128
2.274568355E9	58.99363806218162
2.282318162E9	59.25773948996268
2.290067969E9	59.25196281217896
2.2961969505E9	58.29145957216773
2.300071854E9	0.0
2.305567583E9	0.0
2.31331739E9	20.100910818426055
2.321067197E9	47.30294296021301
2.328817004E9	54.63246963857432
2.336566811E9	58.80441916762857
2.344316618E9	58.587520001964386
2.352066425E9	58.94423933805278
2.359816232E9	59.36701815785197
2.367566039E9	59.29974543048535
2.375315846E9	58.65172345310696
2.383065653E9	57.44431284111188
2.39081546E9	59.326633596532886
2.3975662905E9	58.431878961615936
2.401441194E9	58.426319666018756
2.406315074E9	58.83486691629564
2.414064881E9	56.36680394967892
2.421814688E9	55.35036975965101
2.429564495E9	53.49779047951481
2.437314302E9	33.15401622715081
2.445064109E9	37.79121518650313
2.452813916E9	59.16367783889799
2.460563723E9	59.15226899529679
2.46831353E9	57.92184383875621
2.476063337E9	59.091779589208805
2.483813144E9	59.40969996891817
2.489234305E9	57.675478226134466
2.4931092085E9	57.90072116330287
2.499312758E9	58.93473894206549
2.507062565E9	56.86016515342507
2.514812372E9	27.88314480537331
2.522562179E9	58.96875925342007
2.530311986E9	57.45170825845022
2.538061793E9	57.72054516301016
2.5458116E9	59.049355516860615
2.553561407E9	58.618866784808176
2.561311214E9	59.220172901390605
2.569061021E9	59.238158471842674
2.573486964E9	58.34758304165962
2.5773618675E9	43.405094778166436
2.584560635E9	58.62553331814274
2.592310442E9	28.301803171351953
2.600060249E9	59.1543447768658
2.607810056E9	58.80665552023444
2.615559863E9	59.28919025613835
2.62330967E9	59.150530817424325
2.631059477E9	55.12145391701483
2.638809284E9	59.295615470726844
2.646559091E9	59.251942072185436
2.6524226415E9	57.309949347603414
2.656297545E9	58.00331049310349
2.662058705E9	58.312593457383436
2.669808512E9	59.323926268734574
2.677558319E9	57.23927498158848
2.685308126E9	59.19185994894659
2.693057933E9	58.302265279725134
2.70080774E9	58.10829919714591
2.708557547E9	58.82105284222208
2.7127306775E9	58.488983128975754
2.716605581E9	59.08214532927174
2.724057161E9	59.14998015029184
2.731806968E9	59.3168353558153
2.739556775E9	36.27758371712808
2.747306582E9	52.97142199941263
2.755056389E9	59.12629237684019
2.762806196E9	59.36068149072192
2.770556003E9	59.2990398695572
2.775951989E9	58.914319455393525
2.7798268925E9	0.0
2.786055617E9	13.510675218895457
2.793805424E9	57.26068205615137
2.801555231E9	59.39564525237887
2.809305038E9	58.25839878944922
2.817054845E9	58.946406270670174
2.8225564015E9	57.60047689781878
2.826431305E9	0.0
2.832554459E9	36.38827014983208
2.840304266E9	42.95028219903317
2.848054073E9	56.80352368241131
2.85580388E9	59.06408816031423
2.863553687E9	59.23151306548642
2.8712150565E9	59.072398413886624
2.87508996E9	17.04589009466636
2.879053301E9	58.4453658780752
2.886803108E9	59.03312117418774
2.894552915E9	59.20882779479591
2.902302722E9	59.13447363779164
2.910052529E9	59.02816927136008
2.917802336E9	59.17385922999135
2.925552143E9	56.100453042357046
2.93330195E9	47.01839342180163
2.941051757E9	57.014863879821256
2.948801564E9	57.083566260545695
2.956551371E9	57.62677866268701
2.964301178E9	48.5997927397218
2.972050985E9	59.107199810102685
2.979800792E9	57.28962389461003
2.987550599E9	58.48622725036891
2.995300406E9	58.60164611806356
3.003050213E9	58.69006187003284
3.01080002E9	58.41271582227764
3.018549827E9	57.54925042198816
3.026299634E9	56.60930055302767
3.0306084775E9	21.95605302399875
3.034483381E9	2.7500575102307674
3.041799248E9	22.515002499307858
3.049549055E9	4.174092922784022
3.057298862E9	14.01001211142511
3.065048669E9	0.0
3.072798476E9	0.0
3.080548283E9	0.0
3.0863465095E9	42.637992588436234
3.088278117E9	56.45147959527219
3.088373929E9	37.30831419148691
3.0884774725E9	40.793735182125154
3.0885573295E9	43.43441986806364
3.0886546005E9	16.348817992182276
3.0887081185E9	40.970910643951974
3.0887493115E9	26.330009837547525
3.088858438E9	28.295248962655602
3.088966832E9	42.55146617936784
3.089008063E9	37.751463676094666
3.089109657E9	13.854757403906742
3.089267292E9	11.27392105956278
3.08942189E9	16.4916724657852
3.089604443E9	36.862767323444764
3.089755642E9	41.11113181761709
3.0898220175E9	23.487576064908723
3.0898610755E9	19.34617541049259
3.089968525E9	32.59844943062741
3.0900764725E9	44.997177346705904
3.0901461555E9	6.659947910768882
3.090297168E9	32.08364230753897
3.090503609E9	28.548922158177742
3.0907062205E9	45.56531845653185
3.09089898E9	33.11380111988801
3.091013772E9	33.03866969746171
3.091052607E9	35.087772305647036
3.0911587895E9	36.20350517190837
3.091267064E9	15.8364312267658
3.0915130575E9	20.15767405427821
3.0919550875E9	9.453695425420952
3.092891467E9	24.121624836445818
3.093702736E9	50.41928945100562
3.093935951E9	22.11845744407034
3.094132646E9	33.03144717922693
3.0942642985E9	13.414298997830354
3.094360447E9	46.461899582069044
3.0944711045E9	15.635434988590706
3.0946435155E9	18.10727757980587
3.094747446E9	25.439204172913648
3.0948598115E9	31.88141014187185
3.0950026905E9	9.493773558840362
3.095104297E9	48.09719053051911
3.095190977E9	18.57505070993915
3.0952465895E9	0.0
3.0952663465E9	43.57142857142857
3.095268566E9	4.670287044220326
3.0952706195E9	15.836870578443612
3.0952723265E9	44.0
3.0952838005E9	25.78118609406953
3.0952967465E9	23.595068330362448
3.095299555E9	7.4903769045709705
3.0953008775E9	8.395552025416997
3.0953027375E9	4.776155717761557
3.0953043745E9	0.0
3.095311073E9	27.57021727609963
3.0953361175E9	17.235453315290933
3.095355552E9	6.903030303030303
3.0953574645E9	7.519604111153407
3.095360032E9	6.0
3.095361791E9	0.0
3.095363378E9	32.3
3.095365611E9	58.5
