#Position (bp)	mapping quality
3.0953678415E9	35.06290598290598
3.095369933E9	59.60526315789474
3.095371677E9	23.59375
3.09537289E9	36.995024875621894
3.0953743225E9	0.0
3.095375945E9	60.0
3.095572656E9	40.82227011270688
3.095769303E9	44.03508474072691
3.0957708065E9	44.278997514498755
3.0957736535E9	47.726605288007555
3.095822105E9	41.80071466970243
3.095924849E9	34.33320921154161
3.095983129E9	57.044483985765126
3.095986364E9	54.06436877076412
3.0959887305E9	59.19275549805951
3.0959909825E9	54.462859795728875
3.095993051E9	57.044934111039105
3.0959946765E9	60.0
3.096006671E9	41.410377771934435
3.0960870785E9	47.15029905460158
3.0961589785E9	40.0
3.096165879E9	50.88309352517986
3.096173123E9	49.35704427221573
3.09617898E9	54.90695766327535
3.096183283E9	47.44068209500609
3.096185859E9	60.0
3.0961883E9	0.0
3.0961908755E9	0.0
3.096192456E9	0.0
3.096238607E9	42.74129162727806
3.0962848625E9	22.664816870144286
3.096286263E9	0.0
3.0962877625E9	57.7384448069603
3.096289947E9	17.958217270194986
3.096292208E9	43.25160875160875
3.0962965075E9	4.105330764290302
3.096315547E9	4.562982689747004
3.0963533005E9	27.79863898098063
3.09637788E9	49.279824703781856
3.096382479E9	49.362378106322744
3.0963879875E9	40.55847119224187
3.0963943185E9	49.94402420574887
3.096398918E9	53.39912493923189
3.0964033365E9	46.21142035802953
3.0964070605E9	31.934125374287646
3.0964084065E9	4.271570014144271
3.0964096105E9	0.0
3.096411644E9	25.939210200014283
3.0964135175E9	0.0
3.0964147555E9	0.0
3.0964161835E9	0.0
3.0964174105E9	20.35658411151712
3.096418484E9	26.387931145178666
3.096419946E9	32.00385356454721
3.096422275E9	33.28471683475563
3.0964254675E9	24.10924369747899
3.0964313925E9	22.566570420275905
3.0964360765E9	0.0
3.096437123E9	0.0
3.0964382945E9	41.0
3.096440137E9	16.0
3.096442099E9	4.941373534338358
3.096443439E9	40.0
3.0964449505E9	1.3298969072164948
3.0964464985E9	0.0
3.0964475915E9	0.0
3.0964489705E9	0.0
3.0964506065E9	17.644970414201183
3.0964522235E9	23.0
3.0964537525E9	0.0
3.0964552355E9	11.0
3.09645655E9	0.0
3.0964580005E9	7.421550094517959
3.0964594605E9	0.0
3.096462063E9	30.0
3.0964647385E9	0.0
3.0964666345E9	0.0
3.0964687875E9	0.0
3.096470338E9	0.0
3.0964722525E9	0.0
3.096474844E9	0.0
3.0964802425E9	54.84184806752555
3.0964880595E9	32.849518459069024
3.0965833285E9	35.44204109589041
3.0967643755E9	48.93884488721538
3.0969348755E9	4.324559912956757
3.097105623E9	24.911731908180037
3.0972741855E9	8.958272655987454
3.0973604055E9	1.796612688791815
3.097450029E9	16.80849947534103
3.0976374775E9	35.03505397126395
3.0978270425E9	31.61265549773633
3.097932224E9	15.589853070450834
3.0979864125E9	49.17128256167818
3.098119023E9	10.299795635355084
3.098265051E9	19.147851919561244
3.098391091E9	40.04384326869364
3.0985448955E9	39.42616924116784
3.0986946915E9	35.31782964722787
3.098783935E9	0.0
3.0988292795E9	26.022553764782195
3.098880847E9	23.641144442699336
3.098919304E9	11.582618025751072
3.0989774605E9	27.950266502665027
3.099052881E9	37.47244968519125
3.0991573655E9	10.474409503843466
3.099319594E9	26.013522127504057
3.0995012675E9	25.774046858147454
3.099670145E9	40.34828273114439
3.09983663E9	48.63196504988924
