#Position (bp)	Coverage
3874904.0	0.33315758702119935
1.1624711E7	0.31527172225063155
1.9374518E7	0.3333215911054301
2.7124325E7	0.32117999841802514
3.4874132E7	0.3190016215887699
4.2623939E7	0.3244082078431115
5.0373746E7	0.32144413402811195
5.8123553E7	0.3106568976491931
6.587336E7	0.3152314631835348
7.3623167E7	0.3023977242271969
8.1372974E7	0.3087985287891686
8.9122781E7	0.3196354438246011
9.6872588E7	0.31435479619040835
1.04622395E8	0.3060858160725809
1.12372202E8	0.3230537224991539
1.20122009E8	0.8443867053721467
1.27871816E8	2.213261827036467
1.35621623E8	0.0
1.4337143E8	3.026415883647167
1.51121237E8	0.2945198506233768
1.58871044E8	0.3236604472859776
1.66620851E8	0.31622890737795145
1.74370658E8	0.31826482904671044
1.82120465E8	0.32242467457576685
1.89870272E8	0.3136854891999246
1.97620079E8	0.3135916804121703
2.05369886E8	0.3198603526513628
2.13119693E8	0.314155307351525
2.208695E8	0.31492681043540827
2.28619307E8	0.3133582552442919
2.36369114E8	0.3225485486283723
2.44118921E8	0.310904387683461
2.484751235E8	0.28754682640105217
2.52350027E8	0.30816672950545654
2.59618535E8	0.31452783275764157
2.67368342E8	0.3061958833297397
2.75118149E8	0.3262839964917836
2.82867956E8	0.5225377870700522
2.90617763E8	0.31762313564711997
2.9836757E8	0.30368278848750685
3.06117377E8	0.3156268278681005
3.13867184E8	0.321492264258968
3.21616991E8	0.31620826170251726
3.29366798E8	0.2939411265338608
3.37116605E8	0.3475305901166313
3.44866412E8	0.27867713350796997
3.52616219E8	0.3037302735410056
3.60366026E8	0.3041048635146656
3.68115833E8	0.30788134465800243
3.7586564E8	0.30690751395486365
3.83615447E8	0.3185038027398618
3.91365254E8	0.3111958788134982
3.99115061E8	0.31213964425178586
4.06864868E8	0.3121259664918107
4.14614675E8	0.31552501888111534
4.22364482E8	0.31641833145006065
4.30114289E8	0.3128499845221952
4.37864096E8	0.31162930896214575
4.45613903E8	0.30712868075295296
4.5336371E8	0.3177302350884351
4.61113517E8	0.31413362939231904
4.68863324E8	0.314354409083994
4.76613131E8	0.31430034322145056
4.84362938E8	0.3205123688886704
4.896938965E8	0.3300902095044487
4.935688E8	0.3124143574928318
4.99862552E8	0.3142113087461404
5.07612359E8	0.32497635102396744
5.15362166E8	0.30966926015060764
5.23111973E8	0.3205661766802709
5.3086178E8	0.3171646726170084
5.38611587E8	0.3232373399750471
5.46361394E8	0.324864993412094
5.54111201E8	0.3112726549190193
5.61861008E8	0.31611819494343535
5.69610815E8	0.3184675437723804
5.77360622E8	0.29992643687771836
5.85110429E8	11.816795437615415
5.92860236E8	0.30821980469965254
6.00610043E8	0.31141511007951556
6.0835985E8	0.3153279817161898
6.16109657E8	0.31996938762474986
6.23859464E8	0.3208748295280128
6.31609271E8	0.3203571392164992
6.39359078E8	0.3143520864455076
6.47108885E8	0.3142362125921329
6.54858692E8	0.30416318754776733
6.62608499E8	0.310753932323734
6.70358306E8	0.32062359746507235
6.78108113E8	0.3190337514211644
6.857142635E8	0.32399047825030075
6.89589167E8	0.39562080379237974
6.93607727E8	0.322787909427938
7.01357534E8	0.30379672680880954
7.09107341E8	0.3058370356835983
7.16857148E8	0.30104698091191173
7.24606955E8	0.3043028039278914
7.32356762E8	0.3168557616983236
7.40106569E8	2.0060371826033863
7.47856376E8	0.29914551420441826
7.55606183E8	0.29928642093925695
7.6335599E8	0.32042707644203267
7.71105797E8	0.3813670456567499
7.78855604E8	0.30953067605425527
7.86605411E8	0.3092065389499377
7.94355218E8	0.31377129778844814
8.02105025E8	0.31255307390235654
8.09854832E8	0.31041689167227005
8.17604639E8	0.30112117630800356
8.25354446E8	0.30384847003286664
8.33104253E8	0.36589762816028837
8.4085406E8	0.3202220390778764
8.48603867E8	0.3029056078428792
8.56353674E8	0.3128009510430389
8.64103481E8	0.3050442417469235
8.71853288E8	0.3112148470278034
8.776941285E8	0.4887015708031336
8.81569032E8	0.3502628254607925
8.87352902E8	0.3111313610777662
8.95102709E8	0.3134574835218477
9.02852516E8	0.29972075433620476
9.10602323E8	0.3147811293881254
9.1835213E8	0.3109370336577414
9.26101937E8	0.8156145049805756
9.33851744E8	0.30254276009712244
9.41601551E8	0.3186466450067724
9.49351358E8	0.2788050076601908
9.57101165E8	0.3198642237155067
9.64850972E8	0.30795566908956573
9.72600779E8	0.3081288346922704
9.80350586E8	0.3078116655034119
9.88100393E8	0.3484355158780083
9.958502E8	0.3219271137978017
1.003600007E9	0.3126618508048007
1.011349814E9	0.32148929644312435
1.019099621E9	0.32391606655494776
1.026849428E9	0.312178612964168
1.034599235E9	0.3161854224240681
1.042349042E9	0.31041779492057026
1.050098849E9	0.32128012994388117
1.0575860385E9	0.30288133331635425
1.061460942E9	0.36097556331927616
1.065598463E9	0.3157842511432865
1.07334827E9	0.3161388406188696
1.081098077E9	0.30873078516665
1.088847884E9	0.3125614612080017
1.096597691E9	0.3253299082157788
1.104347498E9	0.32442433727704445
1.112097305E9	0.3136216166415499
1.119847112E9	0.26450878067027994
1.127596919E9	0.31177021569698443
1.135346726E9	0.3128372100105203
1.143096533E9	0.30316096904090645
1.15084634E9	0.3039167297972711
1.158596147E9	0.29995056651088214
1.166345954E9	0.31209899807827474
1.174095761E9	0.3210678665933229
1.181845568E9	0.3038349213083629
1.189595375E9	0.3087962061506822
1.197345182E9	0.3213936811587695
1.205094989E9	0.30854832900999984
1.212844796E9	0.3099371377893669
1.220594603E9	0.31394368917832405
1.228236905E9	0.30896558991569384
1.2321118085E9	0.25227198734942563
1.236094217E9	0.31833786312355905
1.243844024E9	0.30872962384740676
1.251593831E9	0.3190829139357922
1.259343638E9	0.32033984846332303
1.267093445E9	0.30980565064394505
1.274843252E9	0.3106614138906943
1.282593059E9	0.3127257233631754
1.290342866E9	0.34522240360308326
1.298092673E9	0.3079588949763523
1.30584248E9	0.2997777880145919
1.313592287E9	0.3074899800730521
1.321342094E9	0.35012317080928596
1.329091901E9	0.31344728971960206
1.336841708E9	0.32935000832923966
1.344591515E9	0.31082799868435435
1.352341322E9	0.31981725480389384
1.360091129E9	0.3146833205007557
1.367840936E9	0.3116620839718976
1.375590743E9	0.3007369086739837
1.38334055E9	0.31472216017766635
1.389282865E9	0.3127091534510667
1.3931577685E9	0.27646512405034157
1.398840164E9	0.29662338687918294
1.406589971E9	0.299719980123376
1.414339778E9	0.30966267934156294
1.422089585E9	0.315481533927232
1.429839392E9	0.3039998286408939
1.437589199E9	0.26731865709687996
1.445339006E9	0.31644542889906807
1.453088813E9	0.3173948718981002
1.46083862E9	0.32454834036512137
1.468588427E9	0.3105703148478407
1.476338234E9	0.31368703762558214
1.484088041E9	0.3147329991572693
1.491837848E9	0.3196895096871445
1.499587655E9	0.30700764548071974
1.507337462E9	0.3065690539132136
1.515087269E9	0.31079857859686055
1.522837076E9	0.3174614542013756
1.530586883E9	0.3238183867030495
1.5354753495E9	0.3216711738688172
1.539350253E9	0.34670690188741954
1.546086497E9	0.3077317925465757
1.553836304E9	0.31118284623088033
1.561586111E9	0.3097079707920468
1.569335918E9	0.31782649555014725
1.577085725E9	0.3111153606793047
1.584835532E9	0.024265378479747947
1.592585339E9	0.0
1.600335146E9	0.20723741894475567
1.608084953E9	0.30561625599192344
1.61583476E9	0.4488282095283147
1.623584567E9	0.32068979266193337
1.631334374E9	0.3222420893836453
1.639084181E9	0.3197715762469956
1.646833988E9	0.3193794374492165
1.654583795E9	0.30839464776348624
1.662333602E9	0.3357255219388044
1.670083409E9	0.3319902031108646
1.674420971E9	0.25940839733842563
1.6782958745E9	0.3142911778022973
1.685583023E9	0.3200065498405315
1.69333283E9	0.31133472098079346
1.701082637E9	0.3086054917238584
1.708832444E9	0.31336161016654995
1.716582251E9	0.6218325178936714
1.724332058E9	0.2885522181391098
1.732081865E9	0.306680411525087
1.739831672E9	0.3181947627857055
1.747581479E9	0.3218671123035709
1.755331286E9	0.3086608479411165
1.763081093E9	0.3190005893049982
1.7708309E9	0.31957853918168544
1.778580707E9	0.31266068948555753
1.786330514E9	0.31309734552099167
1.794080321E9	0.32305694838594046
1.801830128E9	0.3136169713645772
1.8071930415E9	0.5242595815888335
1.811067945E9	0.2969418199848464
1.817329742E9	0.32436265832168465
1.825079549E9	0.31668814462089184
1.832829356E9	0.3043833220620849
1.840579163E9	0.31718493118602825
1.84832897E9	0.30728842666662537
1.856078777E9	0.3041002182376929
1.863828584E9	0.28921287975300547
1.871578391E9	0.3270668546971557
1.879328198E9	0.3206914701230624
1.887078005E9	0.31715693048872057
1.894827812E9	0.31234545582877093
1.902577619E9	0.3117846676697884
1.910327426E9	0.3153217880135596
1.918077233E9	0.3201871995005811
1.92582704E9	0.3202128775594024
1.933576847E9	0.3129894718668478
1.940609712E9	0.31191862218712924
1.9444846155E9	0.32817717472264146
1.949076461E9	0.31583289751602844
1.956826268E9	0.3170438954157181
1.964576075E9	0.3014771851737727
1.972325882E9	0.3204838520494768
1.980075689E9	0.2995919769356837
1.987825496E9	0.3108467088277166
1.995575303E9	0.319388469932219
2.00332511E9	0.3180858568477899
2.011074917E9	0.3179249496148743
2.018824724E9	0.30421183392050927
2.026574531E9	0.3068610611851366
2.034324338E9	0.31753435924275275
2.042074145E9	0.31736312917212
2.049823952E9	0.32505854661929
2.057573759E9	0.31642517033004824
2.065323566E9	0.32413529782096506
2.073073373E9	0.3062241420979903
2.0769956295E9	0.5670284881633687
2.080870533E9	0.0
2.088572987E9	0.0
2.096322794E9	0.6770590545029057
2.104072601E9	0.3199358384021692
2.111822408E9	0.30888704712259285
2.119572215E9	0.320947476498447
2.127322022E9	0.313275414471612
2.135071829E9	0.2966205480988107
2.142821636E9	0.2940464194785754
2.150571443E9	0.30388989041920655
2.15832125E9	0.30386188972189887
2.166071057E9	0.3045740364889087
2.173820864E9	0.31703150801045754
2.181570671E9	0.30424306050460354
2.1884264425E9	0.31541836136320023
2.192301346E9	0.0
2.197070285E9	0.0
2.204820092E9	0.007861228028001214
2.212569899E9	0.2590325152613478
2.220319706E9	0.31472499895803857
2.228069513E9	0.31503158723823704
2.23581932E9	0.30036838336748256
2.243569127E9	0.32088424911742963
2.251318934E9	0.3125488157317982
2.259068741E9	0.32681433227950063
2.266818548E9	0.3241453625877393
2.274568355E9	0.2999363726090211
2.282318162E9	0.3218263370945883
2.290067969E9	0.3182807004097005
2.2961969505E9	0.2872349581514038
2.300071854E9	0.0
2.305567583E9	0.0
2.31331739E9	0.017722892970108803
2.321067197E9	0.2261680839277675
2.328817004E9	0.2907411758770251
2.336566811E9	0.32194866272153616
2.344316618E9	0.3152994648769963
2.352066425E9	0.3189262648734349
2.359816232E9	0.3263718696478506
2.367566039E9	0.3171023484842913
2.375315846E9	0.3242146546359154
2.383065653E9	0.30983416748313863
2.39081546E9	0.3146470615332743
2.3975662905E9	0.3082124476733937
2.401441194E9	0.32753923640846405
2.406315074E9	0.31169614933636414
2.414064881E9	0.30422176965181197
2.421814688E9	0.3091012460052231
2.429564495E9	0.2957363970483394
2.437314302E9	0.9688663214451663
2.445064109E9	2.0529164145636143
2.452813916E9	0.31264159223578086
2.460563723E9	0.30552296334605494
2.46831353E9	0.319431309708745
2.476063337E9	0.30944048025970194
2.483813144E9	0.3175879089634103
2.489234305E9	0.31085152375978775
2.4931092085E9	0.3111054664384368
2.499312758E9	0.3201692635700476
2.507062565E9	0.3008499437469862
2.514812372E9	0.8082970324293237
2.522562179E9	0.3224694498843649
2.530311986E9	0.307440172381067
2.538061793E9	0.3226200342795634
2.5458116E9	0.3159799979534974
2.553561407E9	0.3255517201912254
2.561311214E9	0.3128170804769719
2.569061021E9	0.33038461473943803
2.573486964E9	0.30564868761676794
2.5773618675E9	0.5244901716797077
2.584560635E9	0.31655923818489934
2.592310442E9	0.1935276581726487
2.600060249E9	0.31195370413740625
2.607810056E9	0.3096299043318111
2.615559863E9	0.30103936781909535
2.62330967E9	0.32158142776974963
2.631059477E9	0.36480960106490395
2.638809284E9	0.3108749675959672
2.646559091E9	0.3002521224076935
2.6524226415E9	0.3041306476212219
2.656297545E9	0.31315862927443855
2.662058705E9	0.32273577909746654
2.669808512E9	0.31910923717197087
2.677558319E9	0.20885062040899857
2.685308126E9	0.3052161169949136
2.693057933E9	0.32072605162941475
2.70080774E9	0.3199471935236581
2.708557547E9	0.30951338530107914
2.7127306775E9	0.29097298366680413
2.716605581E9	0.31545849897243994
2.724057161E9	0.3100797219853346
2.731806968E9	0.31516410666743055
2.739556775E9	0.3786000090066759
2.747306582E9	0.376974291101701
2.755056389E9	0.32110928697966284
2.762806196E9	0.32231473635407953
2.770556003E9	0.3121159017250365
2.775951989E9	0.3156479020697431
2.7798268925E9	0.0
2.786055617E9	0.585210702666531
2.793805424E9	0.28307143648867644
2.801555231E9	0.30273979726204797
2.809305038E9	0.32617263887991016
2.817054845E9	0.31017882122741897
2.8225564015E9	0.31453542949848556
2.826431305E9	0.0
2.832554459E9	0.07991940960594245
2.840304266E9	0.22466972403312754
2.848054073E9	0.29177681457099514
2.85580388E9	0.32181472390215654
2.863553687E9	0.32180633659651137
2.8712150565E9	0.32298969540463324
2.87508996E9	0.09794487632508835
2.879053301E9	0.28872667409652913
2.886803108E9	0.31480500095034625
2.894552915E9	0.30990281435395745
2.902302722E9	0.30870472000141425
2.910052529E9	0.28962501904886145
2.917802336E9	0.3122388725293417
2.925552143E9	0.2942189399039228
2.93330195E9	0.1960777861951917
2.941051757E9	0.29721630487056
2.948801564E9	0.29752986106621754
2.956551371E9	0.3090202117291437
2.964301178E9	0.31377878184579305
2.972050985E9	0.3065909899433625
2.979800792E9	0.29444436487257036
2.987550599E9	0.296956556466503
2.995300406E9	0.3009148485891326
3.003050213E9	0.2993446159368872
3.01080002E9	0.30176416006230866
3.018549827E9	0.2864392622938868
3.026299634E9	0.2972800483934632
3.0306084775E9	0.8252339033046043
3.034483381E9	0.04800632148524679
3.041799248E9	0.6110230874136607
3.049549055E9	0.0035243458320962056
3.057298862E9	0.001598104314081628
3.065048669E9	0.0
3.072798476E9	0.0
3.080548283E9	0.0
3.0863465095E9	0.04216114505987814
