#Position (bp)	insert size
2.243569127E9	207.43372826929465
2.251318934E9	207.04625325926764
2.259068741E9	203.05034572169404
2.266818548E9	193.9653774173425
2.274568355E9	207.3560160113021
2.282318162E9	199.99210981409425
2.290067969E9	203.6447983960793
2.2961969505E9	203.58863300232412
2.300071854E9	0.0
2.305567583E9	0.0
2.31331739E9	189.84879032258064
2.321067197E9	192.55946941783347
2.328817004E9	205.91617933723197
2.336566811E9	206.94291962821214
2.344316618E9	186.30245170037284
2.352066425E9	203.78060325847645
2.359816232E9	205.11283497884344
2.367566039E9	202.96548279689233
2.375315846E9	203.72997387897257
2.383065653E9	205.3651575931232
2.39081546E9	202.03967457929343
2.3975662905E9	205.37432075764633
2.401441194E9	197.8209825145712
2.406315074E9	201.8293918918919
2.414064881E9	201.92556373676945
2.421814688E9	206.40361027539922
2.429564495E9	204.66638604930847
2.437314302E9	192.7689488910318
2.445064109E9	221.5640446188057
2.452813916E9	201.62254464285715
2.460563723E9	205.2505183137526
2.46831353E9	204.20135045384106
2.476063337E9	206.25975512072318
2.483813144E9	203.75813279857397
2.489234305E9	199.40438695163104
2.4931092085E9	200.10178970917227
2.499312758E9	189.68136601374218
2.507062565E9	205.9836605148701
2.514812372E9	182.79700883752548
2.522562179E9	204.81267127041542
2.530311986E9	203.1605889796388
2.538061793E9	203.96935993893797
2.5458116E9	201.1945839702992
2.553561407E9	208.10907304290862
2.561311214E9	204.7272931150482
2.569061021E9	194.6166494312306
2.573486964E9	195.8972111553785
2.5773618675E9	204.37147887323943
2.584560635E9	202.532279314888
2.592310442E9	179.0918225918226
2.600060249E9	206.81038579024778
2.607810056E9	192.8248479026577
2.615559863E9	208.54772514071294
2.62330967E9	205.7213258698277
2.631059477E9	108.69563589688737
2.638809284E9	208.4953930155841
2.646559091E9	206.84242138735132
2.6524226415E9	191.51515803053107
2.656297545E9	199.17167775992655
2.662058705E9	201.58582008277062
2.669808512E9	201.43689640035117
2.677558319E9	204.5171238711876
2.685308126E9	204.09716599190284
2.693057933E9	203.67602209944752
2.70080774E9	202.73367222897556
2.708557547E9	202.0542100497963
2.7127306775E9	204.59810126582278
2.716605581E9	201.45276162790697
2.724057161E9	194.7514632560156
2.731806968E9	203.41983028137562
2.739556775E9	185.43917130601443
2.747306582E9	190.28182896778316
2.755056389E9	201.11405317417254
2.762806196E9	202.98008316918362
2.770556003E9	200.61566116166722
2.775951989E9	202.5994817160956
2.7798268925E9	0.0
2.786055617E9	187.53221555132524
2.793805424E9	208.99538250343193
2.801555231E9	210.0784750733138
2.809305038E9	179.42282007250526
2.817054845E9	202.4714383249886
2.8225564015E9	200.90337259100642
2.826431305E9	0.0
2.832554459E9	210.60193281178096
2.840304266E9	202.24259789875836
2.848054073E9	197.8899470899471
2.85580388E9	201.435565620619
2.863553687E9	204.01759014951628
2.8712150565E9	203.08408609345378
2.87508996E9	218.74603174603175
2.879053301E9	207.33243408951563
2.886803108E9	207.70754716981133
2.894552915E9	207.40704545454545
2.902302722E9	208.03981344556934
2.910052529E9	209.89429304655994
2.917802336E9	206.07666856816886
2.925552143E9	205.34487734487735
2.93330195E9	198.88259325044405
2.941051757E9	207.02343564120866
2.948801564E9	206.27488997264186
2.956551371E9	183.08609874544717
2.964301178E9	125.80262240200865
2.972050985E9	209.05715279387897
2.979800792E9	202.68521386870012
2.987550599E9	206.2734523809524
2.995300406E9	208.6567551622419
3.003050213E9	207.32872667139145
3.01080002E9	205.90499419279908
3.018549827E9	208.4940549913302
3.026299634E9	204.63276499344224
3.0306084775E9	164.7912380952381
3.034483381E9	25.43939174511224
3.041799248E9	112.91496434765851
3.049549055E9	53.41626794258373
3.057298862E9	74.90666666666667
3.065048669E9	0.0
3.072798476E9	0.0
3.080548283E9	0.0
3.0863465095E9	184.89198606271776
3.088278117E9	193.12158791076996
3.088373929E9	211.88
3.0884774725E9	219.91489361702128
3.0885573295E9	215.6172839506173
3.0886546005E9	221.5366568914956
3.0887081185E9	220.93243243243242
3.0887493115E9	217.21774193548387
3.088858438E9	206.1890243902439
3.088966832E9	223.44915254237287
3.089008063E9	224.11627906976744
3.089109657E9	212.63478260869564
3.089267292E9	186.19417475728156
3.08942189E9	227.17889908256882
3.089604443E9	206.61757105943153
3.089755642E9	212.21052631578948
3.0898220175E9	248.22222222222223
3.0898610755E9	222.3095238095238
3.089968525E9	228.09166666666667
3.0900764725E9	206.28571428571428
3.0901461555E9	194.02941176470588
3.090297168E9	211.5028901734104
3.090503609E9	157.59921841076857
3.0907062205E9	206.46774193548387
3.09089898E9	212.48056537102474
3.091013772E9	191.34126984126985
3.091052607E9	194.36111111111111
3.0911587895E9	211.26347305389223
3.091267064E9	154.33333333333334
3.0915130575E9	232.19736842105263
3.0919550875E9	213.14
3.092891467E9	219.02400960384153
3.093702736E9	211.72318339100346
3.093935951E9	122.33906313645622
3.094132646E9	157.7584541062802
3.0942642985E9	192.38532110091742
3.094360447E9	217.9494382022472
3.0944711045E9	196.95673193135121
3.0946435155E9	191.65938864628822
3.094747446E9	137.7193515704154
3.0948598115E9	132.32203389830508
3.0950026905E9	125.06787330316742
3.095104297E9	211.69387755102042
3.095190977E9	257.61290322580646
3.0952465895E9	0.0
3.0952663465E9	358.3333333333333
3.095268566E9	88.93333333333334
3.0952706195E9	171.44444444444446
3.0952723265E9	141.0
3.0952838005E9	185.85714285714286
3.0952967465E9	263.8181818181818
3.095299555E9	153.55555555555554
3.0953008775E9	133.0
3.0953027375E9	130.0
3.0953043745E9	0.0
3.095311073E9	184.85714285714286
3.0953361175E9	212.66666666666666
3.095355552E9	214.5
3.0953574645E9	207.4
3.095360032E9	265.0
3.095361791E9	0.0
3.095363378E9	305.8
3.095365611E9	326.0
3.0953678415E9	242.0
3.095369933E9	0.0
3.095371677E9	194.5
3.09537289E9	255.0
3.0953743225E9	0.0
3.095375945E9	336.0
3.095572656E9	152.63724893487523
3.095769303E9	178.10850801479654
3.0957708065E9	212.52941176470588
3.0957736535E9	165.40357072787916
3.095822105E9	213.72857142857143
3.095924849E9	206.578462880826
3.095983129E9	229.14285714285714
3.095986364E9	170.77777777777777
3.0959887305E9	229.30769230769232
3.0959909825E9	211.14285714285714
3.095993051E9	207.4375
3.0959946765E9	158.5
3.096006671E9	214.34146341463415
3.0960870785E9	220.7111801242236
3.0961589785E9	348.0
3.096165879E9	243.52631578947367
3.096173123E9	213.25
3.09617898E9	253.04347826086956
3.096183283E9	257.57142857142856
3.096185859E9	126.0
3.0961883E9	0.0
3.0961908755E9	77.0
3.096192456E9	0.0
3.096238607E9	216.55357142857142
3.0962848625E9	294.0
3.096286263E9	185.0
3.0962877625E9	222.14285714285714
3.096289947E9	122.0
3.096292208E9	152.0
3.0962965075E9	198.1818181818182
3.096315547E9	226.30769230769232
3.0963533005E9	199.8987341772152
3.09637788E9	198.1818181818182
3.096382479E9	229.63636363636363
3.0963879875E9	211.0
3.0963943185E9	197.15384615384616
3.096398918E9	165.375
3.0964033365E9	217.04
3.0964070605E9	208.4848484848485
3.0964084065E9	257.5
3.0964096105E9	0.0
3.096411644E9	159.91077441077442
3.0964135175E9	0.0
3.0964147555E9	429.0
3.0964161835E9	0.0
3.0964174105E9	136.34965034965035
3.096418484E9	151.36108887109688
3.096419946E9	195.75
3.096422275E9	143.4
3.0964254675E9	178.8
3.0964313925E9	270.72727272727275
3.0964360765E9	0.0
3.096437123E9	0.0
3.0964382945E9	168.0
3.096440137E9	383.0
3.096442099E9	304.0
3.096443439E9	321.0
3.0964449505E9	202.25
3.0964464985E9	0.0
3.0964475915E9	0.0
3.0964489705E9	0.0
3.0964506065E9	151.66666666666666
3.0964522235E9	130.33333333333334
3.0964537525E9	0.0
3.0964552355E9	239.0
3.09645655E9	0.0
3.0964580005E9	297.0
3.0964594605E9	0.0
3.096462063E9	232.5
3.0964647385E9	0.0
3.0964666345E9	0.0
3.0964687875E9	0.0
3.096470338E9	0.0
3.0964722525E9	0.0
3.096474844E9	0.0
3.0964802425E9	187.58823529411765
3.0964880595E9	229.55555555555554
3.0965833285E9	221.14117647058825
3.0967643755E9	201.46905537459284
3.0969348755E9	187.88286479250334
3.097105623E9	208.19390243902438
3.0972741855E9	201.41538461538462
3.0973604055E9	271.6758448060075
3.097450029E9	209.41666666666666
3.0976374775E9	225.736
3.0978270425E9	195.29626253418414
3.097932224E9	246.52
3.0979864125E9	228.3804347826087
3.098119023E9	166.9532710280374
3.098265051E9	230.57777777777778
3.098391091E9	232.337899543379
3.0985448955E9	213.9383886255924
3.0986946915E9	213.24065420560748
3.098783935E9	0.0
3.0988292795E9	232.89705882352942
3.098880847E9	203.12
3.098919304E9	182.53846153846155
3.0989774605E9	202.43956043956044
3.099052881E9	213.3586956521739
3.0991573655E9	207.16597510373444
3.099319594E9	227.19900497512438
3.0995012675E9	150.85466897562276
3.099670145E9	224.082995951417
3.09983663E9	192.1974333662389
